Name,Cuisine,Award
Bistrot du Nord,Traditional Cuisine,1 Star
De Bakermat,Modern French,1 Star
Hof Ter Hulst,"French, Classic French",1 Star
Cuines 33,Creative,1 Star
Sans Cravate,"Creative French, Creative",1 Star
Publiek,"Modern Cuisine, Seasonal Cuisine",1 Star
JER,"Modern Cuisine, Contemporary",1 Star
EED,"Modern Cuisine, French Contemporary",1 Star
De Pastorie,Modern Cuisine,1 Star
De Kristalijn,Modern French,1 Star
OAK,"World Cuisine, Creative French",1 Star
Zet'Joe by Geert Van Hecke,Creative French,1 Star
La Villa in the Sky,"Creative, Organic",1 Star
Nathan,Modern French,1 Star
Le Pigeon Noir,"Country cooking, Classic French",1 Star
senzanome,"Italian, Sicilian",1 Star
Misera,"Creative French, Modern French",1 Star
Kelderman,"Traditional Cuisine, Seafood",1 Star
Willem Hiele,"Creative, Seasonal Cuisine",1 Star
La Grange d'Hamois,"Modern French, Classic French",1 Star
Humus x Hortense,"Creative, Organic",1 Star
La Botte,Italian,1 Star
Fine Fleur,"Creative, Modern French",1 Star
Kadence,"Japanese, Sushi",1 Star
Elcielo Miami,"Colombian, Modern Cuisine",1 Star
Chef's Counter at MAASS,"Contemporary, American",1 Star
Lilac,"Contemporary, Mediterranean Cuisine",1 Star
Tambourine Room by Tristan Brandt,"Contemporary, Asian",1 Star
Shingo,"Japanese, Sushi",1 Star
Rocca,"Italian, Contemporary",1 Star
Boia De,"Contemporary, Italian",1 Star
Ômo by Jônt,Contemporary,1 Star
Papa Llama,"Peruvian, Contemporary",1 Star
Camille,"Vietnamese, French",1 Star
Ebbe,Contemporary,1 Star
Ogawa,"Japanese, Sushi",1 Star
Hiden,"Japanese, Sushi",1 Star
Koya,"Japanese, Contemporary",1 Star
Stubborn Seed,"Contemporary, American",1 Star
Natsu,"Japanese, Sushi",1 Star
Kōsen,"Japanese, Sushi",1 Star
Los Félix,"Mexican, Regional Cuisine",1 Star
Cote Miami,"Korean, Steakhouse",1 Star
Le Jardinier Miami,"French, Contemporary",1 Star
Ariete,Contemporary,1 Star
Soseki,"Fusion, Sushi",1 Star
Victoria & Albert's,Contemporary,1 Star
The Surf Club Restaurant,American,1 Star
Jiangnan Wok · Yun,Huaiyang,1 Star
Dingshan·Jiangyan (Xiangcheng),Jiangsu Cuisine,1 Star
Dai Yuet Heen,Cantonese,1 Star
Pingjiangsong,Jiangsu Cuisine,1 Star
Shang Palace,Huaiyang,1 Star
Brindillas,Modern Cuisine,1 Star
Crizia,Contemporary,1 Star
Zonda Cocina de Paisaje,"Traditional Cuisine, Creative",1 Star
Riccitelli Bistró,"Seasonal Cuisine, Innovative",1 Star
Angélica Cocina Maestra,Creative,1 Star
Casa Vigil,"Contemporary, Regional Cuisine",1 Star
Don Julio,Grills,1 Star
Azafrán,Modern Cuisine,1 Star
Trescha,Modern Cuisine,1 Star
La Table d'Aurélien Largeau,Modern Cuisine,1 Star
Ombellule,Creative,1 Star
Bulle d'Osier,Creative,1 Star
Fario,Modern Cuisine,1 Star
Ineffable,Modern Cuisine,1 Star
Yozora,Creative,1 Star
Amicis,Creative,1 Star
JU - Maison de Cuisine,Modern Cuisine,1 Star
Freia,Creative,1 Star
Vous,Modern Cuisine,1 Star
La Cheneaudière - Le Feuillage,Creative,1 Star
Nuance,Modern Cuisine,1 Star
Aldehyde,Creative,1 Star
Acte 2 Yannick Delpech,Modern Cuisine,1 Star
Arnaud Donckele & Maxime Frédéric at Louis Vuitton,Mediterranean Cuisine,1 Star
Monique,Modern Cuisine,1 Star
Kern,Modern Cuisine,1 Star
Arbane,Creative,1 Star
Le Chamarlenc,Creative,1 Star
Le Cèdre de Montcaud,Modern Cuisine,1 Star
Enfin,Modern Cuisine,1 Star
Mallory Gabsi,Modern Cuisine,1 Star
Ginko,Modern Cuisine,1 Star
Auguste,Modern Cuisine,1 Star
114 Faubourg,Modern Cuisine,1 Star
Quinsou,Creative,1 Star
Mavrommatis,"Greek, Mediterranean Cuisine",1 Star
L'Atelier de Joël Robuchon - Étoile,Modern Cuisine,1 Star
Manoir de Lan-Kerellec,"Seafood, Modern Cuisine",1 Star
Alliance,"Modern Cuisine, Creative",1 Star
La Dame de Pic,Creative,1 Star
Maison Avoise,Modern Cuisine,1 Star
Frenchie,Modern Cuisine,1 Star
Ochre,Modern Cuisine,1 Star
Mareluna,Creative,1 Star
Le Charlie,Modern Cuisine,1 Star
Amâlia,Modern Cuisine,1 Star
Hakuba,"Japanese, Creative",1 Star
Chez Jeannette,Modern Cuisine,1 Star
La Grande Cascade,Classic Cuisine,1 Star
Maison Dubois,Modern Cuisine,1 Star
La Table de l'Alpaga,"Modern Cuisine, Creative",1 Star
L'Éveil des Sens,Modern Cuisine,1 Star
Le Pavillon - Hôtel Westminster,Creative,1 Star
Nomicos,Modern Cuisine,1 Star
Alan Geaam,Creative,1 Star
Pollen,Modern Cuisine,1 Star
Relais Louis XIII,Classic Cuisine,1 Star
Armani Ristorante,Italian,1 Star
Yoshinori,Modern Cuisine,1 Star
Neige d'Été,Creative,1 Star
Ze Kitchen Galerie,"Creative, Fusion",1 Star
Le Violon d'Ingres,"Traditional Cuisine, Classic Cuisine",1 Star
Le Prieuré,Creative,1 Star
Le Baudelaire,Modern Cuisine,1 Star
La Mère Germaine,Modern Cuisine,1 Star
Albert 1er,Modern Cuisine,1 Star
Le Grill,Classic Cuisine,1 Star
Datil,Modern Cuisine,1 Star
Symbiose,Modern Cuisine,1 Star
Géosmine,"Creative, Modern Cuisine",1 Star
Septime,Modern Cuisine,1 Star
Qui Plume la Lune,Modern Cuisine,1 Star
Comice,Modern Cuisine,1 Star
Le George,Italian,1 Star
AT,Creative,1 Star
Ô Saveurs,Modern Cuisine,1 Star
Restaurant H,Creative,1 Star
ES,"Modern Cuisine, Creative",1 Star
Helen,Seafood,1 Star
Lucas Carton,Modern Cuisine,1 Star
L'Arôme,Modern Cuisine,1 Star
La Terrasse - Cheval Blanc St-Tropez,Mediterranean Cuisine,1 Star
Les Belles Perdrix de Troplong Mondot,Modern Cuisine,1 Star
Auberge de Montfleury,Modern Cuisine,1 Star
Bacôve,Modern Cuisine,1 Star
La Flibuste,Modern Cuisine,1 Star
Espadon,Creative,1 Star
Maison Medard,"Modern Cuisine, Creative",1 Star
Le Art,Modern Cuisine,1 Star
Château d'Origny,Modern Cuisine,1 Star
Le Bon Accueil,Modern Cuisine,1 Star
La Table des Pères - Domaine du Château des Pères,Creative,1 Star
Restaurant Pierre Grein,"Modern Cuisine, Provençal",1 Star
Les Terrasses de Lyon,Modern Cuisine,1 Star
Le Verbois,Modern Cuisine,1 Star
Radio,Modern Cuisine,1 Star
Guy Lassausaie,Modern Cuisine,1 Star
Auberge du Vert Mont,"Creative, Modern Cuisine",1 Star
Pertinence,Modern Cuisine,1 Star
Tour d'Argent,Modern Cuisine,1 Star
L'Orée de la Forêt,Modern Cuisine,1 Star
L'Ostal,Creative,1 Star
Jean-Claude Leclerc,Modern Cuisine,1 Star
Le Pily,Creative,1 Star
Les Trois Rochers,Modern Cuisine,1 Star
L'Arnsbourg,Modern Cuisine,1 Star
Le Manoir du Lys,Modern Cuisine,1 Star
Bessem,Mediterranean Cuisine,1 Star
ONICE,Modern Cuisine,1 Star
Alpage,Modern Cuisine,1 Star
Nhome,Creative,1 Star
Pierre,Classic Cuisine,1 Star
L'O des Vignes,Modern Cuisine,1 Star
Saisons,Modern Cuisine,1 Star
Le Lièvre Gourmand,Creative,1 Star
L'Atelier des Augustins,Modern Cuisine,1 Star
Prairial,Creative,1 Star
Frédéric Doucet,Modern Cuisine,1 Star
Château Blanchard,Modern Cuisine,1 Star
Jardin des Sens,Modern Cuisine,1 Star
Restaurant Girardin,Creative,1 Star
L'Atelier du Peintre,Modern Cuisine,1 Star
Le Carré d'Alethius,Modern Cuisine,1 Star
Apicius,Modern Cuisine,1 Star
La Chabotterie,Modern Cuisine,1 Star
Le Carmin,Modern Cuisine,1 Star
Vieux Pont,Modern Cuisine,1 Star
Le Pot d'Étain,Modern Cuisine,1 Star
L'Alter-Native,"Modern Cuisine, Seafood",1 Star
Le Gavrinis,Modern Cuisine,1 Star
Le Restaurant des Rois - La Réserve de Beaulieu,Modern Cuisine,1 Star
Auberge du XIIème Siècle,Modern Cuisine,1 Star
Auberge Pom'Poire,Modern Cuisine,1 Star
Quai des Saveurs,Modern Cuisine,1 Star
La Vieille Auberge,Modern Cuisine,1 Star
En Marge,Modern Cuisine,1 Star
Finestra by Italo Bassi,"Italian, Mediterranean Cuisine",1 Star
Cueillette,Modern Cuisine,1 Star
Hostellerie la Montagne,Modern Cuisine,1 Star
Lait Thym Sel,Creative,1 Star
La Licorne Royale,Modern Cuisine,1 Star
L'Auberge de Bagatelle,Modern Cuisine,1 Star
Au 14 Février,Creative,1 Star
